Discription,SOFT SKILL,HARD SKILL,TOOLS,KNOWLEDGE
"SUMMARY  Directs Clinical and Administrative aspects of Home Care Department to ensure that quality services are delivered to member/ consumers in keeping with the mission of assisting seniors to remain at home.    DUTIES AND RESPONSIBILITIES    •Develops Home Care division business plan and coordinates implementation of goals in conjunction with organization-wide initiatives.  •Prepares the annual budget for the approval of the Governing Body.  •Directs daily business operations and implements financial policies, accounting and cost controls.  •Provides leadership in the development of objectives, standards of care, policies and procedures affecting the programs of Surrey Services  Home Care    •Manages efforts to achieve and maintain state licensure as Home Care agency.  •Develops policies and procedures that guide departmental process and fulfill legal and regulatory requirements. Ensures compliance with federal and state regulations or other applicable laws.  •Evaluates contracts with state and governmental bodies, referral networks, and other agencies to determine which would be beneficial to the organization.  Ensures compliance with contract requirements.  •Responsible for overall management of reporting staff (RNs, Office Manager, Companions and volunteers), including hiring process, staff evaluations, counseling, reward and termination of staff.   •Provides operational supervision and assistance in the provision of home services:  Supports RN office staff to conduct phone interviews to screen prospective members; provide assessment of member needs; schedule and staff cases; and offer referral to community services when appropriate.  •Troubleshoots difficult member situations, follows up on serious complaints and communicates these to Executive Director.  •Oversees RN Care Management services to members requiring ongoing assessments, coordination and communication between family, providers and members, assistance in preparing for MD visits, specific health interventions, crisis intervention, and referral as needed.  •Facilitates case conference meetings (as needed) with agency personnel to facilitate coordination of services.  •Makes decisions regarding financial aid for Home Care members and ensures that financial assessments are completed and letters mailed to members.  •Responsible for administrative functions in collaboration with finance and marketing departments, including: marketing and development, planning, budgeting and financial reporting, risk management, and client related health insurance.  •Develops extensive training program in compliance with State regulations for all medical and non-medical Home Care staff. Promotes the planning, implementation and evaluation on in-service and continuing education programs.  •Oversees the QA program as oversight for all Home Care members and ongoing competency evaluation of Home Care staff.   •Develops tools and implements strategies for program evaluation.  •Works collaboratively with other directors providing an interdisciplinary member centered delivery of services.  •Ensures optimal use of all operational tools, such as HomeTrak system.  •Develops presentations and educational offerings to members and to the community regarding issues of interest to the older community.     •Promotes Surrey Home Care in community with positive, professional, friendly manner and pursues new opportunities and relationships to enhance good public relations. Establishes and maintains an ongoing public relations program and a marketing plan to increase community awareness of services provided, improve relations with physicians, and other potential referral sources and other care providers to increase revenues and maintain quality service.  •Creates and sustains pleasant and nurturing environment for staff, members, volunteers, etc.    Surrey does not discriminate against persons based on race, color, sex, creed, national origin,  disability, or age. Surrey is an Equal Opportunity Employer.   Interested and qualified candidates can please send cover letter and resume with salary  requirements to the attention of Joanne Powell. ","['operations', 'leadership', 'responsible', 'management', 'counseling', 'schedule', 'coordination', 'collaboration', 'planning', 'presentations', 'positive', 'professional', 'friendly', 'manner', 'pleasant', 'business operations', 'leadership development']","['home care', 'regulatory requirements', 'phone interviews', 'crisis intervention', 'development planning', 'risk management', 'staff planning', 'program evaluation', 'public relations']",,
"Sign-On Bonus available for a limited time!  Inquire at facility.    The Villages at Southern Hills, a prestigious long-term care facility located in Tulsa, OK is currently seeking highly motivated individuals for the positions of LPN.    Responsibilities for this position include:    LPN    The Charge Nurse position participates in and oversees the assurance of the provision of resident care services consistent with accepted standards of care and as prescribed by the attending physician. This position also provides direct resident care, and assigns duties to LVN’s and/or Nursing Assistant as appropriate.    KEY RESPONSIBILITIES    Assure resident care according to accepted standards.  Observes, assesses and reports resident condition/changes and documents.  Administers medication/treatments as prescribed.  Receive, transcribe, implement physician’s orders.  Implements and evaluates care plans.  Identifies/secures equipment supplies  Directs/oversees subordinates.  Participates in duty assignments.  Organizes/coordinates subordinates, job tasks, and time allotments.  Oversees/monitors function and activities of subordinate staff.  Evaluate staff performance and institutes appropriate action discipline/training.  Monitors infection control compliance.  Investigates/documents accidents/incidents  Requirements  Requirements  Prior experience is preferred but not required.  Functional literacy in English is required.    MUST HAVE CURRENT AND VALID RN OR LVN LICENSE IN THE STATE OF OK.  Effective communication and interpersonal skills are necessary.    We have Competitive wages and great benefits programs.","['motivated', 'organizes', 'discipline', 'literacy', 'competitive', 'interpersonal skills']","['nursing', 'competitive wages']",['monitors'],
"Coordinate for multimillion dollar AV installation and integration company.  Maintain schedules, write purchase orders, data entry and customer service.  Seeking hard worker who learns fast with substantial computer skills.  Full time hourly office position with no travel.","['coordinate', 'installation', 'integration', 'customer service', 'hard worker', 'computer skills']",,,
"AppStar Financial offers a Sales Professional’s Dream Job with:  *Preset Qualified Appointments Top Commissions Monthly Bonuses of $3000+ Closing Assistance with Every Deal!*  *OUTSIDE SALES BUSINESS TO BUSINESS EXPERIENCE NEEDED*  As a leader in the electronic payments industry, we provide our merchants with the highest quality payment processing programs and solutions. It is our mission to maintain a world class sales and training organization. We are currently seeking an Outside Sales Account Manager to join our team! This is an excellent entry level opportunity with training in the financial industry.   Our Account Managers enjoy the AppStar Difference! We provide each of our consultants with comprehensive professional training and support at every step of the process. We will assist you by presetting appointments with qualified merchants in your area. Your Regional Manager will also provide closing assistance at every presentation.   *Benefits of the Business Development role include:* Multiple income streams $3,500+ per month in bonuses on top of regular commissions Generous Gas Bonus/Self-Gen Bonus Average commission of $690 on every deal State-of-the-art programs and innovative products that merchants need No nights and no weekends! (appointments are 9 am to 4 pm Mon - Fri) Short sales cycle - one call close A+ rated company and accredited by the Better Business Bureau Recession proof industry Account Manager – Representative – Business Development Consultant – Account Executive – Financial Entry Level – Finance  *Requirements of the Account Executive role include:* Outside sales and business-to-business experience Networking and business development skills Assertive and positive attitude Ethical approach to business Effective closing ability Power to learn and execute sales and marketing programs Availability Mon – Fri 9 am - 4 pm to run appointments Reliable transportation to run appointments in a 30 mile radius*Job Responsibilities*  As an Outside Sales Account Manager, you will maximize your earning potential at each sales appointment by providing the best products, services, and support for area businesses. You will be responsible for discovering the unique needs of your customers and providing them with solutions. You will cultivate strong business relationships in order to close deals.   *Other responsibilities of the Account Manager position include:*  Prospecting for customers Following up on appointments Keeping track of client information Participating in ongoing training  As an Account Manager, you must be a highly motivated professional with a great attitude, a strong desire to succeed, and excellent communication skills. Ideal candidates are results-driven team players with excellent organizational skills. You must be an excellent communicator who is able to interact exceptionally well with professionals, management, and senior level executives.   Apply today and join our world class sales team.","['sales', 'professional', 'leader', 'presentation', 'innovative', 'assertive', 'positive', 'ethical', 'availability', 'reliable', 'responsible', 'motivated', 'organizational', 'communicator', 'management', 'positive attitude', 'communication skills', 'team players', 'organizational skills']","['processing', 'payment processing', 'sales training', 'business development']",,['transportation']
"“I want one on one skills training for my daughter. To advance what she's learned and build on it.  She's played Rec. soccer for several years.  She would like to advance her skills and be able to make her high school team.” - Ginger from Bartlett, TN  Apply to become a private Soccer coach to help this athlete and other athletes in your community.  *No fees, you will collect 100% of the lesson/training charged * Get coverage thru bookacoach's $1M general liability insurance policy for lessons sold through the platform * Instant access to hundreds of lesson management tools * Customer driven point of sale - no more checks or cash * There is no fee to join bookacoach nor do we take any fees from you as a coach whatsoever * Earn $50+ per hour * Make your life easier and make more money * Must have +1 year of coaching experience","['management', 'coaching']",['liability insurance'],,
"Now taking applications for immediate assignments for local call center.  Must have computer skills and good phone etiquette. Pay $9.00 per hour, 40 hours per week. Must be available to work Monday through Saturday between 7:00 a.m. and 8:00 p.m. Possibilty of permanent positions. Please send resume or call our office directly  XXX ",['computer skills'],,,
I am currently looking to expand my business in the Coral Gables area.   If you are someone who is: * Self Motivated and Customer focused * Ready to start your own business with a great model * Looking to supplement your monthly income or change industries  * In search of a creative outlet  This is an opportunity to generate income with a recognized fashion leader and grow your own business at your speed with training and on-going assistance.    Work part-time from your home. One day training required.  ,"['motivated', 'creative', 'leader']",,,
"Therapist will provide individual and family therapy to children and their families who are planning to return home from out of home care, or are in need of assistance in preserving their current family setting. They are responsible for working out a plan with the family which sets goals relating to their social network needs, therapeutic or counseling services, parenting skill development, visitation plans, community resources, etc.  Principal Responsibilities:  1.To assess the presenting problems and formulate a diagnostic, working hypotheses  with the family referred.    2.To assist client/families in the development of family restoration/preservation  treatment plans.    3.To develop and implement family therapy sessions to maximize healthy family function.  Family therapy sessions include client-focused problem solving, teaching and modeling appropriate skills for the families.  4.To be available on an on-call basis to provide crisis intervention with clients/families.  5.To document client/family progress and recommendations to contracting agency staff.   6.To provide parent education regarding behavior management, communication and accessing community resources.   7.To build a support system in the community that will be available to families after leaving the program.  Knowledge and Experience Required: Master’s degree in social work, psychology, or other related human services with a minimum of one year experience performing social work or therapeutic services with families. Crisis intervention experience.  Appropriate professional licensure required. Ability to work with a diversity of families who are experiencing high levels of stress.  Knowledge of child welfare issues.   ","['planning', 'responsible', 'counseling', 'management', 'professional']","['restoration', 'family therapy', 'home care', 'crisis intervention', 'behavior management', 'social work', 'human services', 'child welfare']",['levels'],['psychology']
"GSN is a multimedia entertainment company that offers original and classic game programming and competitive entertainment via its 80-million subscriber television network and online game sites. GSN’s cross-platform content gives game lovers the opportunity to win cash and prizes, whether through GSN’s popular TV game shows or through GSN Digital’s free casual games, mobile and social games, and cash competitions. GSN is distributed throughout the U.S., Caribbean and Canada by all major cable operators, satellite providers and telcos. GSN and its subsidiary, WorldWinner.com, Inc., are owned by Sony Pictures Entertainment and DIRECTV. For further information, please visitGSNTV.com    CPMStar, a division of gsn, is a performance based ad network dedicated to the digital and mobile gaming verticals.    CPMStar’s business, like many others, is composed of supply and demand. In this role you will be helping to manage the supply side: a worldwide network of 2000+ Web and Mobile Publishers. You will be responsible for rolling out new ad technologies, managing yields and growing the CPMStar Publisher footprint. On a daily basis you will be responding to Publisher inquiries, monitoring a smorgasbord of dashboards and data, making valuable insights, formulating strategy and working with Product, Sales, Marketing, Engineering and anyone else you need to execute the task at hand. You will also be responsible for the P&L and General Management of two owned and operated gaming review websites.      The ideal candidate will possess:  -A thorough understanding of the Ad Network space and strong domain knowledge of web and monetization strategies  -Ability to proactively retrieve, synthesize and execute on large data sets  -Expert level ability with Excel, SQL and relational data bases  -Work as a member of a team as well as handle solo missions  -Familiarity with Traffic and Audience Metrics (Google Analytics, Nielsen Net Ratings and comScore)  -Strong written and oral communication skills  -3-5 years of experience  -Gaming experience is a nice to have as well as additional language skills    Any candidate that is interested can send their resume and cover letter and indicate “Analyst” in subject line for immediate consideration.","['programming', 'competitive', 'responsible', 'sales', 'management', 'thorough', 'understanding', 'communication skills', 'language skills']","['multimedia', 'yields', 'sql', 'google', 'analytics', 'game programming', 'google analytics']",,
"Make Money Taking Pictures  PMM Consulting is looking for several people (Independent Contractors) to be on call for miscellaneous assignments in the San Mateo County.  You must be willing to cover the entire county including the \""bad\"" areas like E. Palo Alto and the really rural areas like La Honda.  The assignments include taking digital photos of houses and filling out a simple report.  Experience is not required.  However, if you have any previous field inspection experience we definitely want to talk to you.    You are qualified to do this job if: •You are reliable.  Once assigned most jobs have to be done with 24 hours.  SO YOU MUST BE RELIABLE.  •You have reliable, gas efficient transportation. •You have a digital camera. •You have a phone, computer and access to the Internet. You are computer savvy.  •You have EXCEL on your computer and know how to use it. •You have 6+ hours during the day to work.  All photos must be taken in daylight. The ideal person has most of the week available to accept assignments. •You are willing to cover the entire county. Expect to put 75-100 miles/day on your car. •You are self-reliant.  You read and follow instructions.  You require a minimum of handholding.  This is an ON CALL position.  Compensation depends on the tasks performed.  You might make several hundred dollars a day when we are busy or nothing at all, if we don’t have any assignments for you.  To apply for this job send us an email.  Make sure you give us your name, address with zip code and County, phone numbers, email address and your hours of availability. Write a paragraph or two about why you think this might be a good job for you. No resumes are needed. Please respond immediately.  We need to get people hired ASAP.","['consulting', 'independent', 'reliable', 'efficient', 'availability']",['code'],,['transportation']
"DO NOT APPLY IF YOU DON\""T HAVE SALES EXPERIENCE  Experience: minimum of 5 year of Power Closing sales  Industry: Exhibit Trade show, Large Format Printing, Textiles, Special Events, Experiential Marketing, Theatrical Production/Lighting, and/or Marketing /Creative Agencies.  Job Function: Sales Compensation: Salary, Bonus, Commission Job Description The ideal candidate will have excellent sales skills. A high energy Sales professional, highly motivated person and competitor.  You are a sales “hunter” not one to wait for the phone to ring. Good listener and problem solver. Must be able to work with various levels of decision makers from designers, producers, owners, and purchasing agents.   Work with our extensive database. Reach out to clients to introduce our evolving products and services. Must be in the field 10 days a month minimum open new accounts , expanding relationships.  Create sales within the NY Metropolitan Area. Know your clients upcoming projects. Independently expand your client base.  Present, quote and close orders.   Consistently beat monthly and quarterly sales objectives.   Participate in sales training (know your products), sales meetings, and attend industry trade shows and outside events.   Desired Skills & Experience Minimum of 5 years successful sales experience Product and project sales  Ideal candidates will have successful sales experience in one or more of the following industries: Exhibit Trade show, Large Format Printing, Textiles, Special Events, Experiential Marketing, Theatrical Production/Lighting, and/or Marketing /Creative Agencies.  Will consider an individual who has had a successful background in sales in Textile or Fashion Industry.  Social Networking a must  This position requires computer literacy, contact management (CRM) database knowledge and multi tasking skills.  Company Description From the moment Dazian opened its doors in 1842, it has been the source for fine fabrics for the entertainment and visual design industries for over 170 years.  In its early days, Dazian fabrics dressed showgirls and theater alike, virtually creating the market for exquisite draperies, backdrops and scenery.  Today, Dazian is the company of choice for everyone who designs with fabric, from motion pictures, expositions and trade shows to nightclubs to the Presidential inauguration, Dazian creates extraordinary scenic, decorating and marketing tools out of fabric.  Dazian, today is a vertically integrated operation that starts with fabrics and expands to a full service company with capabilities in  * Custom fabrication,  * Technical LED lighting services LED products and LED scenic rentals,  * Décor Rentals, * Painted Backdrops   * Events Decor products,  * Grand format printing and finishing * Project management * Installation Services","['sales', 'energy', 'professional', 'motivated', 'literacy', 'management', 'installation', 'problem solver', 'computer literacy', 'multi tasking skills']","['textiles', 'expositions', 'fabrication', 'large format', 'experiential marketing', 'sales training', 'contact management', 'visual design', 'project management']",['levels'],['design']
"Fleming Development Incorporated (FDI) owns and operates multiple real estate developments throughout Dane County and the State of Wisconsin.  Our portfolio includes a fantastic corporate team based in Fitchburg; Greenscapes Landscape Design and Maintenance based in Dane County; and 8 Sylvan Crossings Assisted Living facilities throughout Wisconsin, 3 of which are in Dane County.  We offer the ability to work in an entrepreneurial environment with a competitive benefits and compensation package.  To learn more about each of our entities, please visit our websites: greenscapesmadison.com and sylvancrossings.com.   We are a culture that focuses on training and development for high performers with a philosophy to promote from within.  Our entrepreneurial spirit fosters an environment of idea sharing, process improvement and increased profits.  Does this sound like a team you would like to be a member of?    We are currently looking for a Property Manager to be based out of our corporate office to coordinate the maintenance needs of all properties.  This position is an administrative position responsible for organizing and coordinating these efforts; it is not a position that will physically require you to go on-site and fix items.  A successful candidate will have a strong attention to detail, be very organized and have a basic knowledge of real estate and property maintenance concepts.  This position can be full or part-time and will work during our main business hours in addition to being on call to help \""quarterback\"" any emergencies that happen after hours.  This position will also be responsible for assisting with residential leasing as needed.  If you are interested in learning more, please apply today through this website.","['competitive', 'responsible', 'coordinating', 'real estate', 'team member']","['landscape design', 'property maintenance']",,['design']
"We are looking for inspiring, trend setting design talent. If you are a highly creative, slightly off-the-grid thinker, a pioneer with tenacity, passion and common sense, and who is self-propelled with a do-the-right-thing attitude and an entrepreneurial spirit, then Black Rapid is looking for you.    Black Rapid Inc. founded in 2008, created a cultural change by turning the camera world upside down.  BlackRapid is a manufacturer of innovative and creative photography products, including the wildly popular R-Strap. The company focuses heavily on responding to customer input to create the most functional and comfortable equipment. You can find our straps and bags in countries around the world.     Currently we are searching for a Product Designer/Development Manager – Soft Goods to work in our Headquarter location in Seattle. This is an excellent opportunity to work in a vibrant and challenging environment where you’ll have the opportunity to help shape a leading international brand and be on the ground floor of the rapid growth.  We are interested in passionate and self-motivated individuals. You bring the innovation, drive, and off the grid thinking, we will provide the environment for you to thrive and grow.     PURPOSE OF JOB:  The Product Designer/Development Manager is responsible for bringing creativity and enthusiasm to the challenge of designing new Black Rapid brand products. The Designer/Manager will maintain and evolve the product aesthetic to support the brand and be consistent with product lines. The Designer/Manager will define the product in such great detail that it communicates the concept and construction details clearly to the Marketing and Manufacturing teams. The Designer/Manager will be responsible for the integrity of the of the products design until it has been approved for production.     Lead soft goods design projects from concept to production. Ensure that product development objectives and schedules are met.  Maintain an understanding of the market, competition, industry, methods, and trends. Inspire Black Rapid’s domestic and international teams by continually pushing the boundaries of design innovation. Respond to business objectives with creative and innovative design solutions.    ESSENTIAL DUTIES AND RESPONSIBILITIES:  1. Translate design briefs, consumer feedback, and observations of users, field research and personal experience into the design of new products.  2. Track trends, color research, new developments in materials and incorporate this input into product designs.   3. Use 2 dimension and 3 dimensional tools to create specification packages that define product form, features, function and manufacturing processes consistent with strategic design direction.   4. Collaborate with other internal team members to maintain brand consistency in the product lines. This includes thoughtful use of existing materials, findings, and logos as well as the introduction of new materials and colors.  5. Work with Design and Product Management, Marketing and Senior Management teams to provide concepts and design idea for future products.   6. Provide project management and cost analysis to ensure the right products are being designed and that they are completed on-time and on-cost targets. This role maybe shared with Product manager.  7. Provide leadership for materials, hardware and technology research and sourcing support. This includes requesting testing of new and existing materials and evaluating the results.  8. Provide every aspect and construction detail of new products including the patterning of essential forms.  9. Lead in developing project criteria and design goals.   10. Prioritize and manage multiple projects within deadlines.   11. Maintain a high level of understanding of materials and manufacturing processes to guide the development of achievable and cost-appropriate design concepts.  12. Develop sketches, illustrations, and renderings to effectively communicate with the entire product development team.   13. Maintain a proactive, passionate, and engaged presence through out the duration of the design and post-design release phases of a project  14. Work with internal and external partners to engineer prototypes that address function, aesthetics, market appeal and manufacturability  15. Ensure that all materials, processes, prototypes and development samples are fully tested to ensure adherence to our company's quality standards  16. Position requires close multi-functional collaboration between Marketing, Sales, Design and Operations.  17. Develop strategic product plans to drive the development of new products and ensure new product initiatives.  18. Develop necessary market research plans to ensure that key decisions are based on sound consumer insights and marketplace facts.    SPECIFIC KNOWLEDGE, SKILLS AND ABILITIES:  • Exceptional communication skills; interacts with all levels in the organization in a positive and professional manner. Ability to listen effectively  • Extreme attention to detail with exceptional design skills  • High degree of organizational skills with the ability to manage multiple projects at the same time with concurrent deliverables; able to estimate time and effort needed to perform a task and meet deadlines.  • Flexibility to change directions and priorities according to new information utilizing a positive and proactive approach.  • Ability to excel in a team environment and be a positive, willing, contributing and adaptable member of the team   • Experience in the successful development and launch of new products.  • May require limited travel.      EDUCATION AND EXPERIENCE:  • B.F.A. or B.S. degree required in Industrial or Fashion Design; and/or four years related experience and/or training.   • Experience designing sewn products and knowledge of sewn product manufacturing processes.   • 7 - 10 years work experience in a product development environment.   OTHER DESIREABLE SKILLS AND ABILITIES  • Proficiency in 2D software (eg. Illustrator, Photoshop, or similar)  • Proficient in MS PowerPoint, Word and Excel, Internet and E-mail software.  • Excellent sketching and visualizing skills  • Experience in 3D CAD modeling and rendering (eg. Solid Works or similar) ","['creative', 'tenacity', 'passion', 'innovative', 'motivated', 'innovation', 'responsible', 'creativity', 'enthusiasm', 'consistent', 'construction', 'integrity', 'understanding', 'research', 'management', 'leadership', 'proactive', 'collaboration', 'sales', 'operations', 'positive', 'professional', 'manner', 'organizational', 'flexibility', 'self motivated', 'communication skills', 'professional manner', 'organizational skills', 'proactive approach']","['rapid', 'photography', 'logos', 'rendering', 'products design', 'field research', 'product management', 'project management', 'technology research', 'manufacturing processes', 'processes development', 'market research', 'fashion design', 'development environment', 'software eg']","['straps', 'levels']",['design']
"Great opportunity with growing hospice company.    Outstanding per diem visit rates in addition to hourly wage. Plus mileage reimbursement from your home.  Weeknights: 4:30pm until 8am the following day. Weekends: Friday 430pm until 8am Monday.(Schedule has potential for flexibility based on employee needs) RESPONSIBILITIES QUALIFICATIONS Registered Nurse with a current license to practice as a registered nurse in the state of Pennsylvania  Hospice experience preferred but not necessary  Excellent communication, documentation and customer service skills required  Reliable transportation and safe driving record required  Flexibility  ","['flexibility', 'reliable', 'customer service']",['hospice'],,['transportation']
"What is the role?  You will be a key member of our Marketing team that, collectively and collaboratively, has created award-winning marketing materials. You will be responsible for helping to develop marketing materials and manage marketing projects. You should possess the experience and qualifications to perform the following core responsibilities:  * 5-10 years of professional marketing experience creating and updating B2C and B2B marketing materials for hard copy and electronic publication by soliciting input and feedback from others, discerning key communication points, writing content, collaborating with internal graphic designers, and shepherding iterations through a formal review process * Helping to establish project parameters and to communicate parameters and progress cross-functionally * Evaluating the qualitative and quantitative effectiveness of marketing materials * Adhering to formal review and approval processes * Strong communication skills, particularly writing, editing, and proofreading  What qualifications are required?  * Excellent project management skills with ability to solve problems professionally and timely * Ability to multi-task within tight deadlines * Excellent organizational skills * Be customer focused and demonstrate initiative * Be self-directed and results/goal oriented  * BS, BA, or equivalent experience * Finance/banking or advertising agency account management experience a plus    Promontory Interfinancial Network, LLC is an Equal Opportunity Employer and does not discriminate on the basis of race, color, national origin, sex, religion, age, veteran status, disability, or sexual orientation in employment of the provision of services.","['responsible', 'professional', 'effectiveness', 'editing', 'management', 'organizational', 'initiative', 'communication skills', 'management skills', 'organizational skills', 'project management skills']","['proofreading', 'goal', 'marketing materials', 'project management', 'account management']",,
"The key role this position fills is in assisting the Chairman & CEO of a fast-paced online media company with both personal and company business.  Responsibilities: Scheduling meetings with internal personnel, clients, and customers, across multiple time zones Efficiently manage CEO’s time and resources Coordinate and schedule travel for CEO & several other high level executives, as needed Run errands, both personal  & business-related, for CEO Assist in general administrative functions for office Greet and assist guests Assist several other high-level executives as needed and as time permits Other duties as assigned  Required Skills: Confident, personable, and a “go-getter” – dynamic personality is key to this position Great communication, both written and verbal Knowledge of the Green Hills area specifically and the Nashville area as a whole Proficiency with Mac-based programs, Microsoft Office suite, Google suite (gmail, gcal, google drive, etc) Extremely organized and efficient Very detail oriented Keen ability to think two steps ahead Thrives in a fast-paced environment Capable of problem solving Enjoys supporting a team  Education Experience: 4-year degree preferred  This is an immediate need.","['schedule', 'confident', 'personable', 'dynamic', 'organized', 'efficient', 'dynamic personality', 'office suite']","['google', 'microsoft office', 'google drive']",,
"*Fall in love with your career.* *Become a Salo Human Resources Consultant.*  *Why Consulting?* Are you are looking for meaningful experiences that will expand your career while driving business outcomes? You deserve work-life balance. You have skills, experience, and a desire to align that expertise with project based work.    *Why Salo Human Resources?* We partner with you to identify meaningful and challenging projects while meeting our clients’ business outcomes. We are your workplace advocate that will expand your career.  Our network is strong, our team is exceptional, and our brand is well respected in the Greater MSP.  *Do you have expertise and experience in any of the following?  * * HR Business Partner * Compensation consulting * Benefits consulting * HR project management * Talent Acquisition/Recruiting * Talent Management * Change Management * HR Systems / Technology * Training, Learning and Development   *Are you interested in a career as a Salo HR Consultant?*  *Let’s connect. Please click Apply Now*","['consulting', 'management']","['experience desire', 'project management', 'talent acquisition', 'change management']",,
"AAA East Central is looking for someone to deliver training to branch operations employees in multiple AAA markets. A sampling of training delivered by this employee includes department of transportation procedures, sales and customer service, Travel Portal, Interaction Management, air, car, hotel bookings, travel agent destinations, new employee orientation, coaching employees while taking live member calls, etc. This position will deliver training in a classroom setting and in live virtual (web conference) settings. May be cross-trained to support other business lines. May update class/participant/facilitator materials as needed, prepares class materials and rosters, completes evaluations for courses taught and finalizes classes electronically.    SCHEDULED DAYS AND HOURS: Must be generally available Monday – Friday. Hours and days may vary according to training needs. Must be able to travel by air and/or car both in-state and out-of-state. Use of personal vehicle and good driving record required. Must be willing to consider relocation for advancement opportunities.    REQUIRED EDUCATION, EXPERIENCE, AND/OR SKILLS:   1. Intermediate: Creativity to enhance classroom education and presentation materials.  2. Intermediate: Must be articulate and utilize proper grammar in daily conversation and development of written materials. Convey pride in work. Maintain professional appearance.  3. Intermediate: Presentation skills in facilitating classes and leading discussions for both small and very large groups. Also must excel in one-on-one coaching and tutoring.  4. Intermediate: Demonstrate ability to be a productive member in a team setting.   5. Advanced: Ability to assimilate new information quickly. Demonstrates initiative to enhance knowledge and skill levels. Does not need to be monitored closely.   6. Other Experience, Skills, and Abilities:   a. Experience in presenting material to diverse groups.   b. Must be able to learn quickly, keep up with changes and work well on a team.  c. Demonstrated ability in multi-tasking and ability to prioritize.  d. Must be flexible when priorities and schedules suddenly change.   e. Must be able to persevere in pursuit of critical information and desire for employees/students to be successful.   f. Must be willing to obtain in-depth knowledge of destinations, Travel Portal, Apollo Air, Viewpoint Car and Hotel, and Interaction Management preferred. Customer service orientation essential.   g. Customer service experience required.   h. Must have the ability to deliver class content either verbally or recorded in an effective manner.   7. Computer proficiency:   a. Intermediate: PowerPoint  b. Intermediate to Advanced: Outlook  c. Basic: Excel Skills  d. Intermediate: Word Skills  8. Education: Bachelor’s Degree preferred.","['operations', 'sales', 'management', 'creativity', 'presentation', 'grammar', 'professional', 'coaching', 'productive', 'initiative', 'flexible', 'manner', 'customer service', 'service orientation', 'good driving record']",['information desire'],['levels'],['transportation']
"Welcome to Hotel Ignacio! We are a luxury boutique hotel located in Midtown, minutes from The Arch and just off the campus of Saint Louis University. We are a 51-room property and have won numerous awards including “One of Seven Best New Design Hotels in America”, Design Bureau Magazine, “2012’s Best New Romantic Hotel” as designated by About.com, and the coveted AAA Four Diamond rating.  Scope:  To provide quality guest service to guests at the front desk and throughout the hotel. GSA will work closely with Reservations and Assistant GM and perform the following duties:   - Review arrivals noting special requests and blocking rooms as needed - Check in and out hotel guests in a confident, professional and friendly manner - Gain knowledge of PMS system (Epitome) and all functions of check-in, check-out - Answer all phone calls promptly and knowledgeably - Complete all items on AM/PM/Overnight (as appropriate) checklist by the end of shift  - Conduct pre-assignment of rooms  - Have knowledge of immediate area, services, and attractions   - Perform all other duties as assigned  Normal schedule for this position is varied, and is dependent on occupancy. On-call availability on holidays, and over-nights  Education/Experience: A combination of education, training or experience that provides the required knowledge, skills and abilities is necessary. High school diploma, or one to three months related experience and/or training.  Skills and Qualities:  - Must be FUN, ENERGETIC and have a POSTIVE attitude - Ability to multitask - Ability to work directly with others - Strong oral and written communication skills.  - Excellent customer service skills.    Working Conditions:  May be required to work weekends and holidays Will be required to work in fast-paced environment    Organizational Structure:   Works closely with: Assistant General Manager  Job title also known as: Front Desk Agent","['reservations', 'confident', 'professional', 'friendly', 'manner', 'schedule', 'availability', 'energetic', 'organizational', 'communication skills', 'customer service']","['gm', 'organizational structure', 'front desk']",,['design']
"Nursing Supervisor  Registered Nurse with Health Care Managerial Experience.  *Salary Range:* competitive salary   *Hours:* Full time   *Shift:* 2nd shift, Monday thru Friday  *Essential Duties and Responsibilities of the RN Supervisor:* • Coordinate and manage as part of the Interdisciplinary Team • Interpersonal skills with Residents, Families and Staff  • Knowledge of State and Federal Regulations in Long Term Care • Encourage accurate and timely Resident documentation","['competitive', 'accurate', 'interpersonal skills']",['nursing'],,
"MOTIVATED, CUSTOMER-FOCUSED SALES REPRESENTATIVE  Weingartz is searching for a friendly, service-oriented Sales Representative. This position is a long-term opportunity in a growing, family-oriented organization. We provide a great environment for our employees to succeed by having stable leadership, top brands, exceptional after-sale support, an experienced team and a terrific 67-year reputation. We are the foremost leader in our industry and need top Sales Representatives to grow with us.  Key Responsibilities • Effectively communicating to homeowners and commercial customers the key features and benefits of our products. • Building a strong customer base. • Consistent follow-up that creates predictable sales.  Key Attributes • Enjoys being part of the team working successfully with all residential and commercial customers. • Loves multitasking; able to handle a variety of assignments simultaneously. • Friendly, service-oriented, organized and ability to work toward goal achievement.  Key Requirements • Previous Sales Experience preferably in the capital equipment industry • Relevant educational background - Undergraduate degree, preferred  Work Details • Full time position up to 55 hours a week, Monday through Saturday; No work on Sundays • First year earning potential of $45,000 to $75,000 • Medical, dental, life insurance, employer match 401(k) program and paid time off offered  Weingartz is a retail dealer of high quality outdoor power equipment, which includes everything from chain saws to lawn tractors to 100-horsepower diesel tractors. Our customers include homeowners, landscapers, golf courses, cemeteries, rental yards and municipalities. We are a company that values long-term employees and have many that have been with us for 20+ years. We are looking for honest, hard-working employees who can expect to be compensated according to their results. These positions are located in our ANN ARBOR store location","['motivated', 'sales', 'friendly', 'leadership', 'leader', 'consistent', 'honest']","['multitasking', 'goal', 'chain']",['tractors'],
